"","meses_no_local_alocado","churn","idade","anos_formacao","atuacao_previa_no_municipio","anos_atuacao_previa_no_municipio","media_vinculos_mes","Prorrogado","m_agente_saude","m_tec_aux_enf","m_enfermeiro","m_dentista","regiao_destino","populacao","porte","pib_percapita","variacao_pib","tx_pop_ocupada_2019","orcamento_saude","esgotamento_sanitario","taxa_homicidio","ideb_anosfinais","investimento_infraestrutura","equipamentos_esportivos","equipamentos_culturais","distancia_capital"
"1151",68,"migrou",31,0.914442162902122,"Não",0,1,"SIM",9.23529411764706,3.17647058823529,1.72426470588235,1.15073529411765,"Nordeste",31645,"PP-II",11365.13,42,13.7367672618107,485.18,0,75.995,3.5,2946.643,23.596,14.748,69
"1152",10,"migrou",31,0,"Não",0,1,"NÃO",6,1,1,NA,"Nordeste",19939,"PP-I",14682.76,45,7.46276142233813,406.21,0,31.7,2.4,1642.7,9.206,4.603,112
"1153",28,"migrou",31,0,"Não",0,1,"NÃO",5,5.23214285714286,1.28571428571429,1.28571428571429,"Nordeste",5391,"PP-I",10115.2,92,9.23761825264329,790.13,0,0,5.5,11543.929,0,0,94
"1154",7,"migrou",30,0.0848733744010951,"Não",0,1,"NÃO",7,1,1,NA,"Nordeste",11096,"PP-I",10183.96,88,6.00216294160058,557.02,14.22,34.471,3.6,2342.628,8.616,8.616,151
"1155",38,"migrou",41,7.50444900752909,"Não",0,1,"SIM",9.07894736842105,1,1.02631578947368,1,"Nordeste",16549,"PP-I",10748.77,42,6.67714061272584,568.85,0,38.982,3.7,5235.47,5.63,11.261,102
"1156",23,"migrou",36,1.74674880219028,"Não",0,1,"NÃO",17.8695652173913,3.21739130434783,2.08695652173913,2.45652173913043,"Nordeste",103440,"GP",21027.82,110,17.5802397525135,580.68,39.94,97.457,3.5,2348.235,1.056,4.224,56
"1157",37,"migrou",34,3.3347022587269,"Sim",1,1.9375,"NÃO",9.5,1.86666666666667,1,1.13333333333333,"Nordeste",40678,"PP-II",10378.85,73,9.0097841585132,457.07,32.12,31.006,4.8,3251.131,2.399,2.399,120
"1158",10,"migrou",34,0.0848733744010951,"Não",0,1,"NÃO",4,1,1,NA,"Nordeste",13407,"PP-I",13221.23,60,11.4865368837175,574.19,0,7.444,3.3,5262.866,0,7.642,93
"1159",27,"migrou",30,0,"Não",0,1,"NÃO",7.74074074074074,1,1,1,"Nordeste",13407,"PP-I",13221.23,60,11.4865368837175,574.19,0,7.444,3.3,5262.866,0,7.642,93
"1160",36,"migrou",32,0.334017796030116,"Não",0,1,"NÃO",7,3.94444444444444,1.05555555555556,NA,"Nordeste",101579,"GP",15702.28,97,14.4951220232528,437.8,5.2,28.733,4,708.68,0,1.931,79
"1161",34,"migrou",35,0,"Não",0,1,"NÃO",5.97058823529412,1,1,NA,"Nordeste",16426,"PP-I",13897.9,70,14.3065871179837,590.59,0,48.079,2.3,3180.424,5.338,0,119
"1162",68,"permanece",55,22.4175222450376,"Não",0,1,"SIM",21.8235294117647,8,5.64705882352941,2.08823529411765,"Nordeste",41212,"PP-II",16648.76,81,13.7459963117539,507.33,0,21.666,2.9,3361.357,2.739,2.739,117
"1163",36,"migrou",42,2.08350444900753,"Não",0,1,"NÃO",21.9444444444444,5.86111111111111,4.08333333333333,2,"Nordeste",41212,"PP-II",16648.76,81,13.7459963117539,507.33,0,21.666,2.9,3361.357,2.739,2.739,117
"1164",57,"migrou",33,1.25119780971937,"Sim",0.166666666666667,1.53846153846154,"NÃO",21.8095238095238,6.57142857142857,4.54761904761905,2,"Nordeste",41212,"PP-II",16648.76,81,13.7459963117539,507.33,0,21.666,2.9,3361.357,2.739,2.739,117
"1165",36,"migrou",78,47.0855578370979,"Sim",6.25,1,"NÃO",10.25,4.56944444444444,2.77777777777778,2,"Nordeste",192330,"GP",14865.05,21,11.1854624863516,446.54,36.18,58.27,4.2,3095.865,0.551,2.755,16
"1166",53,"migrou",71,37.4182067077344,"Sim",8.41666666666667,1,"NÃO",8.375,5.10416666666667,2,2,"Nordeste",192330,"GP",14865.05,21,11.1854624863516,446.54,36.18,58.27,4.2,3095.865,0.551,2.755,16
"1167",34,"migrou",30,0,"Não",0,1,"NÃO",17.0588235294118,7.61470588235294,3.52941176470588,2.26470588235294,"Nordeste",7396,"PP-I",9438.71,78,6.86857760951866,505.45,0,0,3.1,3428.01,10.484,10.484,92
"1168",9,"migrou",32,0.0848733744010951,"Não",0,1,"NÃO",17.8888888888889,2.33333333333333,2.44444444444444,1,"Nordeste",33439,"PP-II",9099.46,87,5.27228685068333,420.78,0,23.005,3.1,3423.451,14.53,5.812,174
"1169",68,"permanece",32,0.0848733744010951,"Não",0,1.23529411764706,"SIM",24.8970588235294,6.45588235294118,4.45588235294118,2.88235294117647,"Nordeste",21794,"PP-II",10474.77,65,8.9657703955217,447.79,0,54.788,3.6,3228.375,0,4.24,150
"1170",68,"migrou",45,14.5023956194387,"Não",0,1,"SIM",6.04411764705882,1.27941176470588,1.24117647058824,NA,"Nordeste",26576,"PP-II",9942.42,70,6.84075857916917,562.03,0,41.964,3.1,2648.356,0,7.018,177
"1171",16,"migrou",32,0.251882272416153,"Não",0,1,"NÃO",7.125,3,1.125,1,"Nordeste",26618,"PP-II",17344.42,63,16.7480652190247,697.49,0,30.379,NA,698.201,0,3.383,99
"1172",68,"migrou",36,0,"Não",0,1,"SIM",6.17647058823529,2.09558823529412,1.83823529411765,1,"Nordeste",9295,"PP-I",28920.51,-57,18.8703604088219,1333.65,90.96,73.699,3.4,3208.452,18.697,28.045,38
"1173",27,"migrou",34,2.6694045174538,"Não",0,1,"NÃO",7,4.18518518518519,2.51851851851852,1,"Nordeste",9295,"PP-I",28920.51,-57,18.8703604088219,1333.65,90.96,73.699,3.4,3208.452,18.697,28.045,38
"1174",11,"migrou",34,3.58658453114305,"Não",0,1,"NÃO",6.2,3.6,1.075,1,"Nordeste",20279,"PP-II",9289.09,49,8.96493909956112,387.25,0,25.003,3.5,4623.174,0,10.015,54
"1175",24,"migrou",44,4.50376454483231,"Não",0,1,"NÃO",9.125,3,1,1,"Nordeste",13616,"PP-I",11564.29,28,6.19124559341951,555.13,0,14.25,2.9,4107.604,7.17,14.34,80
"1176",29,"migrou",39,2.16563997262149,"Não",0,1,"NÃO",7,2.62068965517241,1,1,"Nordeste",13616,"PP-I",11564.29,28,6.19124559341951,555.13,0,14.25,2.9,4107.604,7.17,14.34,80
"1177",22,"migrou",39,0.0848733744010951,"Não",0,1,"NÃO",24.0909090909091,8.99772727272727,5.32954545454545,1.31818181818182,"Nordeste",42578,"PP-II",15772.57,110,11.0972802855935,409.08,5.62,27.171,3.9,2064.733,0,7.41,105
"1178",68,"migrou",33,0.0848733744010951,"Não",0,1.16176470588235,"SIM",9.85714285714286,3.2987012987013,2.48701298701299,1.35064935064935,"Nordeste",50905,"MP",11206.78,89,10.4606620174835,414.75,67.09,28.741,3.8,4066.354,3.858,5.787,131
"1179",8,"migrou",30,0.0848733744010951,"Não",0,1,"NÃO",7,1,1,NA,"Nordeste",50905,"MP",11206.78,89,10.4606620174835,414.75,67.09,28.741,3.8,4066.354,3.858,5.787,131
"1180",47,"migrou",34,0,"Não",0,1,"NÃO",22.1276595744681,5.34042553191489,1.93617021276596,2.19148936170213,"Nordeste",23917,"PP-II",13928.13,88,11.5775389890036,485.27,0,39.535,3.4,3375.335,3.995,3.995,101
"1181",28,"migrou",39,5.58521560574949,"Não",0,1.46428571428571,"NÃO",3.2962962962963,2.11111111111111,1,NA,"Sudeste",24585,"PP-II",25262.33,50,19.5037624567826,827.95,53.98,0,NA,2093.643,4.077,16.309,325
"1182",68,"permanece",40,9.50308008213552,"Não",0,1,"SIM",7.14705882352941,7.53014705882353,2.97058823529412,NA,"Sudeste",4483,"PP-I",54274.35,133,21.6819094356458,899,61.35,0,NA,1107.181,37.251,74.502,367
"1183",22,"migrou",37,2.75154004106776,"Não",0,1,"NÃO",7,3.05681818181818,1.59090909090909,0.95,"Sudeste",12978,"PP-I",22217.82,148,22.2761596548004,817.29,0,13.402,4.4,5111.405,6.746,6.746,316
"1184",54,"migrou",35,1.58521560574949,"Não",0,1,"NÃO",5,3.43333333333333,1.61111111111111,1.14583333333333,"Sudeste",12978,"PP-I",22217.82,148,22.2761596548004,817.29,0,13.402,4.4,5111.405,6.746,6.746,316
"1185",69,"migrou",37,7.41409993155373,"Não",0,1,"SIM",4.73913043478261,2.35869565217391,1.28623188405797,1,"Sudeste",6283,"PP-I",27140.18,11,8.99251949705555,765.31,0,19.172,4.5,4580.084,19.459,38.918,372
"1186",27,"migrou",30,0.0848733744010951,"Não",0,1.66666666666667,"NÃO",17.1,8.6,3.75,1.425,"Sudeste",46337,"PP-II",20119.04,84,19.228694132119,822.42,84.77,8.486,5.4,3181.106,4.241,4.241,230
"1187",21,"migrou",41,3.08555783709788,"Não",0,1,"NÃO",6.66666666666667,6.21428571428571,5.27380952380952,1.03095238095238,"Sudeste",386984,"GP",15364.87,89,11.0606640067806,347.21,85.06,8.48,NA,1635.424,0,1.756,27
"1188",68,"permanece",62,22.5845311430527,"Não",0,1,"SIM",11.8088235294118,11.7647058823529,10.9705882352941,NA,"Sudeste",8759,"PP-I",13024.65,77,9.76138828633406,677.93,97.77,11.199,NA,2794.18,0,11.305,333
"1189",46,"migrou",41,9.08418891170431,"Não",0,1,"SIM",5.80434782608696,3.95652173913043,2.82608695652174,1,"Sudeste",179198,"GP",17063.48,35,12.2780388173975,260.34,84.84,8.75,4.9,2505.727,1.563,2.083,32
"1190",33,"migrou",56,26.0835044490075,"Não",0,1.06060606060606,"NÃO",8.4,3.57142857142857,2,NA,"Sudeste",179198,"GP",17063.48,35,12.2780388173975,260.34,84.84,8.75,4.9,2505.727,1.563,2.083,32
"1191",2,"migrou",55,18.1656399726215,"Não",0,1,"NÃO",6,4.5,2,1,"Sudeste",179198,"GP",17063.48,35,12.2780388173975,260.34,84.84,8.75,4.9,2505.727,1.563,2.083,32
"1192",37,"migrou",41,1.16632443531828,"Não",0,1,"SIM",13.0540540540541,5.13513513513514,3.16216216216216,NA,"Sudeste",179198,"GP",17063.48,35,12.2780388173975,260.34,84.84,8.75,4.9,2505.727,1.563,2.083,32
"1193",48,"migrou",58,5.99863107460643,"Sim",2.33333333333333,1.11627906976744,"NÃO",12.046511627907,3.88372093023256,2.72093023255814,NA,"Sudeste",165139,"GP",9036.61,58,6.49755660383071,360.76,49.57,13.08,NA,5118.725,0,1.724,47
"1194",4,"migrou",62,32.0848733744011,"Não",0,1,"NÃO",12.75,2.25,2.25,0.625,"Sudeste",144849,"GP",21466.72,75,13.639030990894,560.18,68.61,7.768,NA,2415.906,3.28,1.968,41
"1195",38,"migrou",39,8.25188227241615,"Não",0,1.36842105263158,"NÃO",15.5961538461538,10.0615384615385,6.36057692307692,NA,"Sudeste",144849,"GP",21466.72,75,13.639030990894,560.18,68.61,7.768,NA,2415.906,3.28,1.968,41
"1196",32,"migrou",47,16.0848733744011,"Não",0,1,"NÃO",11,3.54032258064516,3.04838709677419,0.838709677419355,"Sudeste",144849,"GP",21466.72,75,13.639030990894,560.18,68.61,7.768,NA,2415.906,3.28,1.968,41
"1197",3,"migrou",53,21.5030800821355,"Não",0,1,"NÃO",16.6666666666667,9.6,6,3.08333333333333,"Sudeste",144849,"GP",21466.72,75,13.639030990894,560.18,68.61,7.768,NA,2415.906,3.28,1.968,41
"1198",15,"migrou",33,0.0848733744010951,"Não",0,1,"NÃO",9.13333333333333,2.4,1,0.275,"Sudeste",23106,"PP-II",13243.11,69,12.7282956807756,536.09,99.07,4.053,NA,6299.841,16.261,8.131,286
"1199",28,"migrou",40,3.58658453114305,"Não",0,1,"NÃO",4.64285714285714,2,1,1,"Sudeste",25180,"PP-II",26896.19,110,18.3518665607625,890.25,67.01,14.747,NA,2517.338,11.169,18.614,307
"1200",38,"migrou",36,7.08555783709788,"Não",0,1,"SIM",38.5789473684211,7.38157894736842,4.18421052631579,1.76315789473684,"Sudeste",369275,"GP",20655,106,13.2001895606255,357.27,72.04,9.169,NA,2265.473,0.819,0.819,41
"1201",12,"migrou",39,9.58521560574949,"Não",0,1,"NÃO",34.5,7.25,5.16666666666667,1.91666666666667,"Sudeste",369275,"GP",20655,106,13.2001895606255,357.27,72.04,9.169,NA,2265.473,0.819,0.819,41
"1202",33,"migrou",39,1.08418891170431,"Sim",0.833333333333333,1,"NÃO",3.83333333333333,1.9,1.425,NA,"Sudeste",4371,"PP-I",28075.65,33,8.8538091969801,1240.71,84.33,22.109,NA,3871.102,44.494,44.494,493
"1203",64,"migrou",50,2.5845311430527,"Não",0,1,"NÃO",0.413793103448276,6.73275862068965,3.13189655172414,2.58534482758621,"Sudeste",2372,"PP-I",22522.67,116,17.4536256323777,1861.49,86.02,0,NA,2766.119,125.786,41.929,379
"1204",68,"migrou",32,0.0848733744010951,"Não",0,1,"SIM",7,4.70955882352941,7.05294117647059,3.05147058823529,"Sudeste",2470,"PP-I",36242.43,181,20.8502024291498,1688.24,87.67,38.417,6.4,1748.752,115.296,153.728,475
"1205",68,"migrou",47,12.5037645448323,"Não",0,1,"SIM",5.19117647058824,1,1,0.904411764705882,"Sudeste",11281,"PP-I",13527.82,50,8.36805247761723,965.75,37.54,0,NA,7348.216,0,0,144
"1206",73,"migrou",42,12.5037645448323,"Sim",0.583333333333333,1.01470588235294,"SIM",6.2972972972973,2.09459459459459,1.87837837837838,0.978378378378378,"Sudeste",11281,"PP-I",13527.82,50,8.36805247761723,965.75,37.54,0,NA,7348.216,0,0,144
"1207",37,"migrou",33,0.0848733744010951,"Não",0,1,"NÃO",5.40540540540541,11.5689189189189,7.96689189189189,NA,"Sudeste",7662,"PP-I",15236.8,88,11.6940746541373,889.67,42.82,0,NA,6095.277,53.197,10.639,396
"1208",49,"migrou",65,30.0835044490075,"Não",0,1.04081632653061,"SIM",9.58823529411765,6.98039215686275,2.30637254901961,NA,"Sudeste",59947,"MP",37220.26,125,23.7126128079804,865.77,92.07,14.204,NA,1658.886,3.556,12.445,186
"1209",46,"migrou",37,1.16632443531828,"Não",0,1,"SIM",22.6304347826087,7.02173913043478,4.5,2.17391304347826,"Norte",171301,"GP",26148.09,99,20.9099771746808,610.58,31.09,37.679,NA,1522.478,2.817,1.69,377
"1210",68,"permanece",72,40.5859000684463,"Sim",7.58333333333333,1,"SIM",7.75,2.17647058823529,1.30882352941176,NA,"Norte",31918,"PP-II",12494.63,102,6.76734131211229,473.51,0,27.963,NA,2663.815,0,5.658,611
"1211",10,"migrou",29,0.0848733744010951,"Não",0,1,"NÃO",18,6,4,1.4,"Norte",5550,"PP-I",27233.01,239,18.018018018018,535.57,0,30.107,NA,420.532,0,14.993,379
"1212",24,"migrou",39,6.50239561943874,"Não",0,1,"NÃO",5,1,1,NA,"Norte",10262,"PP-I",13660.01,142,7.37672968232313,563.44,0,20.5,3.4,2255.203,10.283,10.283,606
"1213",24,"migrou",36,5.50308008213552,"Não",0,1,"NÃO",5.91666666666667,10.4166666666667,2.83333333333333,NA,"Norte",10262,"PP-I",13660.01,142,7.37672968232313,563.44,0,20.5,3.4,2255.203,10.283,10.283,606
"1214",10,"migrou",30,0.503764544832307,"Não",0,1,"NÃO",8,6,2.7,1,"Norte",4476,"PP-I",12599.68,104,7.57372654155496,661.68,0,43.563,NA,2050.551,21.983,21.983,413
"1215",22,"migrou",36,0.0848733744010951,"Não",0,1,"NÃO",9.90909090909091,2.09090909090909,1,1,"Norte",15288,"PP-I",39491.41,137,12.4542124542125,600.51,0,22.46,3.9,1.164,15.344,15.344,198
"1216",24,"migrou",36,0,"Não",0,1,"NÃO",11.9166666666667,2.58333333333333,1,1.04166666666667,"Norte",15288,"PP-I",39491.41,137,12.4542124542125,600.51,0,22.46,3.9,1.164,15.344,15.344,198
"1217",22,"migrou",33,0.0848733744010951,"Não",0,1,"NÃO",18.8636363636364,11.3636363636364,6,4,"Norte",4872,"PP-I",11095.43,43,6.89655172413793,611.96,0,15.02,NA,410.314,30.441,15.221,485
"1218",23,"migrou",34,0.0848733744010951,"Não",0,1.1304347826087,"NÃO",7.88461538461539,2.46153846153846,1.46153846153846,1,"Norte",8941,"PP-I",18517.91,142,9.46202885583268,692.24,0,24.375,NA,1752.218,24.184,24.184,218
"1219",35,"migrou",45,14.5023956194387,"Não",0,1,"NÃO",10.4285714285714,5.88571428571429,2.92142857142857,1.44285714285714,"Norte",2738,"PP-I",19328.36,92,8.91161431701972,810.09,0,0,NA,3370.755,0,71.149,125
"1220",37,"migrou",79,49.0841889117043,"Sim",11.25,1,"NÃO",7.66666666666667,1.60606060606061,1.3030303030303,1.09090909090909,"Norte",10517,"PP-I",24373.68,22,12.7888181040221,508.1,0,25.997,4.5,1619.349,25.949,17.3,494
"1221",65,"permanece",47,1.16906228610541,"Não",0,1,"SIM",10.3076923076923,6.03538461538462,1.41076923076923,NA,"Norte",29414,"PP-II",19299.03,78,17.6514584891548,532.08,2.86,21.622,4.5,3253.596,3.12,12.482,540
"1222",65,"permanece",54,1.74948665297741,"Não",0,1,"SIM",10.6769230769231,3.23076923076923,1.36923076923077,NA,"Norte",64831,"MP",8283.4,103,5.90921010010643,389.19,0,20.734,3.7,2613.903,1.604,4.811,144
"1223",65,"permanece",59,0.418891170431211,"Não",0,1.07692307692308,"SIM",6.6,3.31384615384615,2.29846153846154,NA,"Norte",86887,"MP",26499.02,76,23.3682829422123,612.19,53.85,24.602,4.3,2701.666,3.537,7.074,479
"1224",13,"migrou",35,2.91581108829569,"Não",0,1,"NÃO",9,1,1,NA,"Norte",10725,"PP-I",18785.72,101,15.1888111888112,736.81,0,8.721,4.2,1368.809,8.573,8.573,397
"1225",64,"permanece",55,0.418891170431211,"Não",0,1.140625,"SIM",9.609375,4.22265625,1.565625,1.5578125,"Norte",56406,"MP",23272.08,88,23.2989398290962,732.5,2.34,19.979,NA,1034.34,3.656,23.765,482
"1226",65,"permanece",46,1.08418891170431,"Não",0,1.44615384615385,"SIM",3.13846153846154,3.48923076923077,1.27192307692308,1.20230769230769,"Centro-oeste",45899,"PP-II",96240.85,159,27.124773960217,1108.51,0,33.937,5.6,1172.867,2.894,11.575,391
"1227",41,"migrou",34,3.83299110198494,"Não",0,1.17073170731707,"SIM",11.8541666666667,4.21875,2.01197916666667,NA,"Norte",35044,"PP-II",23170.78,84,18.9847049423582,646.51,0,16.65,NA,122.86,5.504,5.504,333
"1228",65,"permanece",46,0.917180013689254,"Não",0,1,"SIM",27.828125,10.609375,3.96875,2.234375,"Norte",66764,"MP",9024.99,99,6.30729135462225,382.08,0,57.712,3.6,3205.301,9.304,10.855,1.106
"1229",65,"migrou",55,0.336755646817248,"Não",0,1.07692307692308,"SIM",9.87142857142857,3.71428571428571,1.45714285714286,NA,"Norte",30707,"PP-II",15828.5,81,11.7367375516983,447.29,0,15.003,NA,1203.85,2.558,5.115,298
"1230",65,"permanece",53,1.74948665297741,"Não",0,1.35384615384615,"SIM",13.1846153846154,2.29153846153846,2.02307692307692,NA,"Norte",86887,"MP",26499.02,76,23.3682829422123,612.19,53.85,24.602,4.3,2701.666,3.537,7.074,479
"1231",65,"permanece",47,0.418891170431211,"Não",0,1,"SIM",10.9384615384615,3.95384615384615,1.2,NA,"Centro-oeste",24626,"PP-II",42060.61,192,17.1079347031593,770.13,1.81,84.996,4.8,638.213,4.548,9.096,935
"1232",65,"permanece",55,0.917180013689254,"Não",0,1,"SIM",18.9538461538462,10.2138461538462,3.84,1.38461538461538,"Norte",23945,"PP-II",7775.24,87,4.18041344748382,814.32,0,13.007,3.7,6786.185,0,4.437,207
"1233",65,"permanece",43,1.08418891170431,"Não",0,1.09230769230769,"SIM",13.9014084507042,3.27746478873239,2.02112676056338,1.24225352112676,"Norte",27062,"PP-II",7445.06,78,5.76454068435445,503.58,0,18.728,4.2,4286.635,5.446,8.17,134
"1234",36,"migrou",45,1.25119780971937,"Não",0,1,"NÃO",16,22.7083333333333,6.49305555555556,2.29861111111111,"Norte",4461,"PP-I",13864.05,63,9.21318090114324,506.87,0,33.428,NA,0,17.053,17.053,163
"1235",65,"permanece",43,0.917180013689254,"Não",0,1,"SIM",11.6307692307692,3.23076923076923,1.15384615384615,NA,"Norte",30329,"PP-II",8998.99,19,12.5160737248178,351.8,0,26.541,4.3,1007.997,0,8.006,255
"1236",62,"migrou",52,1.25119780971937,"Não",0,1.12903225806452,"SIM",25.4098360655738,4.24590163934426,3.42622950819672,2.0327868852459,"Norte",61204,"MP",8624.92,65,6.0012417489053,606.24,11.32,32.861,4,2207.146,7.967,6.374,270
"1237",55,"migrou",35,0.914442162902122,"Não",0,1,"SIM",13.4181818181818,5.69090909090909,3.03181818181818,1.10909090909091,"Norte",28742,"PP-II",11894.71,136,5.53545334353907,576.2,21.05,24.74,NA,8149.976,21.371,7.124,788
"1238",65,"permanece",45,1.08418891170431,"Não",0,1,"SIM",26.4,23.66,4.21384615384615,2.40961538461538,"Norte",73669,"MP",17063.92,199,8.25991936906976,665.2,0,26.734,4.1,1822.441,3.325,3.325,643
"1239",65,"permanece",54,0.832306639288159,"Não",0,1,"SIM",16.0307692307692,10.9453846153846,3.93384615384615,NA,"Norte",96372,"MP",10723.83,89,6.96882912049143,469.07,0,21.002,4.4,3341.453,1.767,1.767,369
"1240",44,"migrou",49,0.999315537303217,"Não",0,1,"SIM",16.5227272727273,9.14204545454546,4.10795454545455,NA,"Norte",51795,"MP",7675.34,76,4.59696881938411,412.43,0,17.558,3.5,0,0,2.231,853
"1241",27,"migrou",49,1.91375770020534,"Não",0,1,"NÃO",4,3.39814814814815,2.02777777777778,1.41666666666667,"Norte",107618,"GP",17539.99,65,10.0196993068074,346.92,1.17,45.318,4.4,1386.035,1.672,3.344,22
"1242",30,"migrou",42,2.7460643394935,"Não",0,1.16666666666667,"SIM",5,1.80769230769231,1,1,"Nordeste",9724,"PP-I",8359.07,83,7.5586178527355,678.9,0,56.402,3.3,5020.189,18.778,9.389,226
"1243",65,"permanece",43,0.418891170431211,"Não",0,1,"SIM",10.2615384615385,1.26153846153846,1.12307692307692,1.03076923076923,"Nordeste",25322,"PP-II",6541.79,101,3.48313719295474,573.67,0,3.731,3.5,5483.564,0,3.757,139
"1244",64,"permanece",49,0.999315537303217,"Não",0,1,"SIM",29.328125,2.734375,3.0765625,1,"Norte",24311,"PP-II",5966.54,90,1.41499732631319,479.07,0.33,16.841,NA,3421.844,3.456,3.456,1.363
"1245",65,"permanece",55,1.33607118412047,"Não",0,1,"SIM",13.3230769230769,11.8692307692308,2.43076923076923,1.30769230769231,"Norte",23945,"PP-II",7775.24,87,4.18041344748382,814.32,0,13.007,3.7,6786.185,0,4.437,207
"1246",65,"permanece",50,1.25119780971937,"Não",0,1,"SIM",8.2,3.09230769230769,1.24615384615385,NA,"Norte",44573,"PP-II",7052.96,114,5.92959863594553,531.33,0,10.87,3.4,834.508,2.197,6.591,230
"1247",65,"permanece",44,0.917180013689254,"Não",0,1,"SIM",9.58461538461538,2.73846153846154,1.46153846153846,1.21538461538462,"Norte",15761,"PP-I",8867.12,77,8.17207030010786,559.97,0,20.561,4.2,7873.15,5.27,10.541,195
"1248",65,"permanece",49,0.999315537303217,"Não",0,1.24615384615385,"SIM",17.1076923076923,9.19076923076923,3.10923076923077,NA,"Norte",96372,"MP",10723.83,89,6.96882912049143,469.07,0,21.002,4.4,3341.453,1.767,1.767,369
"1249",41,"migrou",47,0.750171115674196,"Não",0,1,"SIM",30.3414634146341,5.63414634146341,3,1.8780487804878,"Norte",66764,"MP",9024.99,99,6.30729135462225,382.08,0,57.712,3.6,3205.301,9.304,10.855,1.106
"1250",65,"permanece",50,0.418891170431211,"Não",0,1,"SIM",19.6,4.75384615384615,2,0.961538461538462,"Nordeste",31558,"PP-II",7034.87,110,4.74364661892389,469.52,0,12.234,3.6,2909.661,3.052,3.052,154
"1251",48,"migrou",46,6.83093771389459,"Não",0,1,"SIM",11,3.54166666666667,2.04166666666667,2.4375,"Sul",3747,"PP-I",25792.86,100,19.7224446223646,1079.99,0,0,NA,486.49,0,0,202
"1252",60,"migrou",42,1.74948665297741,"Não",0,1,"SIM",5.5,2.71666666666667,1.6,1.41666666666667,"Nordeste",9159,"PP-I",6901.35,135,3.39556720165957,702.5,0,0,4.9,1609.744,0,10.476,622
"1253",44,"migrou",43,2.25051334702259,"Não",0,1.18181818181818,"SIM",3.75,2.15909090909091,1,1,"Nordeste",12928,"PP-I",7799.44,121,7.58044554455445,530.61,0,13.699,5.2,4438.359,13.501,13.501,120
"1254",71,"permanece",51,19.6659822039699,"Sim",4.5,1.46875,"SIM",6.66428571428571,10.3571428571429,7.38928571428571,NA,"Norte",413486,"GP",26797.55,49,23.1059818228429,657.72,88,37.574,NA,4312.571,0.266,1.598,NA
"1255",65,"permanece",42,1.66461327857632,"Não",0,1.03076923076923,"SIM",5.02985074626866,1.6865671641791,1,NA,"Nordeste",17632,"PP-I",8859.88,137,8.99500907441016,679.29,6.27,10.841,5.8,11848.654,0,10.637,269
"1256",52,"migrou",46,0.665297741273101,"Não",0,1,"SIM",16.0384615384615,7.32692307692308,4.9625,1.99519230769231,"Norte",53914,"MP",10059.07,88,4.35322921690099,395.76,0,17.937,4.2,2128.439,3.643,5.464,391
"1257",64,"permanece",41,2.41752224503765,"Não",0,1,"SIM",9.171875,2.96875,1.42578125,NA,"Norte",126650,"GP",43028.91,93,21.506514015002,745.96,11.36,46.519,3.7,2720.159,1.635,0.818,115
"1258",64,"permanece",39,0.832306639288159,"Não",0,1,"SIM",10.09375,1.953125,1,1.4375,"Norte",50832,"MP",7216.02,92,5.24472773056343,335.04,0,48.43,4.3,2878.617,1.88,5.64,104
"1259",65,"permanece",51,0.503764544832307,"Não",0,1,"SIM",7.3125,4.80078125,1.234375,NA,"Norte",58692,"MP",7952.36,90,5.81169494990799,346.21,0,9.772,3.6,1427.428,4.914,3.276,355
"1260",64,"permanece",49,0.999315537303217,"Não",0,1,"SIM",6.8125,2.078125,1,1.140625,"Norte",59023,"MP",13582.97,65,8.21544143808346,344.78,0,43.172,3.3,223.513,3.603,1.801,117
"1261",65,"permanece",64,0.0848733744010951,"Não",0,1,"SIM",11.8615384615385,4.93,1.13846153846154,NA,"Norte",64831,"MP",8283.4,103,5.90921010010643,389.19,0,20.734,3.7,2613.903,1.604,4.811,144
"1262",37,"migrou",48,0.832306639288159,"Não",0,1,"SIM",8.18918918918919,1.94594594594595,1.21621621621622,NA,"Norte",51641,"MP",9969.77,117,3.72572181018958,358.07,0,27.4,3.4,2077.279,4.309,2.154,273
"1263",65,"permanece",40,2.25051334702259,"Não",0,1.12307692307692,"SIM",NA,NA,NA,NA,"Norte",62503,"MP",12666.64,150,7.09885925475577,337.52,0,30.624,3.3,1770.659,3.272,3.272,264
"1264",54,"migrou",41,0.832306639288159,"Não",0,1,"SIM",17.4814814814815,2.94444444444444,2.12962962962963,0.935185185185185,"Norte",24042,"PP-II",63713.36,798,7.13750935862241,1999.45,0,97.099,3.3,2851.145,22.474,0,1708
"1265",66,"permanece",56,3.16495550992471,"Não",0,1.90909090909091,"SIM",15.9393939393939,4.61969696969697,1.39393939393939,NA,"Norte",45712,"PP-II",9088.25,-11,7.98477423871194,470.14,0,45.423,3.5,3869.728,1.545,1.545,432
"1266",65,"permanece",50,0.917180013689254,"Não",0,1,"SIM",11.1846153846154,5,4.06153846153846,2.5,"Norte",27482,"PP-II",16910.23,79,7.08463721708755,258.55,1.01,55.006,4,911.948,7.511,11.267,578
"1267",50,"migrou",36,0.999315537303217,"Não",0,1,"SIM",7.54,2.02,1.22,1,"Nordeste",10866,"PP-I",7437.44,127,5.09847229891404,574.98,0,17.716,2.9,2915.495,0,0,824
