"","meses_no_local_alocado","churn","idade","anos_formacao","atuacao_previa_no_municipio","anos_atuacao_previa_no_municipio","media_vinculos_mes","Prorrogado","m_agente_saude","m_tec_aux_enf","m_enfermeiro","m_dentista","regiao_destino","populacao","porte","pib_percapita","variacao_pib","tx_pop_ocupada_2019","orcamento_saude","esgotamento_sanitario","taxa_homicidio","ideb_anosfinais","investimento_infraestrutura","equipamentos_esportivos","equipamentos_culturais","distancia_capital"
"1",67,"permanece",35,3.16769336071184,"Não",0,2.34328358208955,"NÃO",9.47368421052632,8.51315789473684,4.81578947368421,NA,"Norte",91888,"MP",16291.3,66,11.356216263277,366.57,0,33.946,4.3,103.676,5.703,9.125,636
"2",8,"migrou",30,0.0848733744010951,"Não",0,1,"NÃO",13.375,1,1.625,1,"Nordeste",15816,"PP-I",12145.64,61,15.8447142134547,683.09,0,64.522,4.7,5021.768,18.54,4.635,114
"3",68,"permanece",75,42.0835044490075,"Não",0,1,"SIM",9.41176470588235,3.5625,1.88970588235294,1.33823529411765,"Nordeste",25397,"PP-II",10264.33,120,8.65850297279206,626.3,0,37.161,4.6,3097.942,0,4.144,147
"4",35,"migrou",37,4.08487337440109,"Não",0,1,"NÃO",7.77142857142857,1,1,NA,"Nordeste",36102,"PP-II",9291.75,111,3.40701346185807,457.94,0,19.552,5.3,3190.453,2.464,4.928,155
"5",67,"migrou",62,28.9144421629021,"Não",0,1,"SIM",5.32835820895522,2.01492537313433,1,1,"Nordeste",21372,"PP-II",15723.83,109,17.0597042859817,614.94,0,24.491,4,4048.908,12.291,4.097,158
"6",67,"migrou",39,0.082135523613963,"Não",0,1,"NÃO",6.79545454545455,2.77272727272727,1.09090909090909,1.09090909090909,"Nordeste",21372,"PP-II",15723.83,109,17.0597042859817,614.94,0,24.491,4,4048.908,12.291,4.097,158
"7",18,"migrou",29,0.167008898015058,"Não",0,1,"NÃO",8,1,1,1,"Nordeste",4092,"PP-I",11400.33,67,10.9481915933529,801.87,0,0,4.1,3399.432,23.952,23.952,128
"8",42,"migrou",34,0.0848733744010951,"Não",0,1.02380952380952,"SIM",6.21428571428571,3.27380952380952,1.26190476190476,NA,"Nordeste",23907,"PP-II",14107.99,143,11.4234324674781,720.53,0,40.442,6.3,0,4.044,20.218,112
"9",9,"migrou",33,0.58590006844627,"Não",0,1,"NÃO",6,2,1,1,"Nordeste",23907,"PP-II",14107.99,143,11.4234324674781,720.53,0,40.442,6.3,0,4.044,20.218,112
"10",33,"migrou",35,0.58590006844627,"Não",0,1,"NÃO",9.93939393939394,2.95454545454545,1,1.57575757575758,"Nordeste",23907,"PP-II",14107.99,143,11.4234324674781,720.53,0,40.442,6.3,0,4.044,20.218,112
"11",69,"permanece",57,27.8329911019849,"Sim",3.33333333333333,2.05882352941176,"NÃO",17.5,3.02702702702703,2.17567567567568,NA,"Nordeste",21844,"PP-II",9759.12,174,4.38106573887566,528.75,0,27.76,4,290.639,7.928,3.964,285
"12",67,"migrou",40,9.08418891170431,"Não",0,1,"SIM",8.40298507462687,6.01119402985075,2.71268656716418,2.97761194029851,"Nordeste",23857,"PP-II",12398.77,128,16.6953095527518,651,0,32.465,4.1,3121.593,4.057,4.057,80
"13",9,"migrou",36,0.0848733744010951,"Não",0,1,"NÃO",6,4,1.11111111111111,1,"Nordeste",10812,"PP-I",7224.89,90,6.64076951535331,477.96,0,8.603,4.2,10668.792,17.255,8.627,277
"14",68,"migrou",31,0,"Não",0,1,"NÃO",7.54411764705882,2.37132352941176,1.08823529411765,1,"Nordeste",23823,"PP-II",8793.34,121,7.41300423960039,615.13,0,28.69,4.3,6616.055,12.272,4.091,237
"15",52,"migrou",32,0.58590006844627,"Sim",0.25,1,"NÃO",6.95238095238095,2,1,NA,"Nordeste",58650,"MP",12462.07,87,11.464620630861,822.81,0,25.124,5,0,15.744,9.446,164
"16",20,"migrou",39,0.0848733744010951,"Não",0,1,"NÃO",7,1.75,1,1,"Nordeste",58650,"MP",12462.07,87,11.464620630861,822.81,0,25.124,5,0,15.744,9.446,164
"17",33,"migrou",36,0.0848733744010951,"Não",0,1,"NÃO",7.54545454545455,1.39393939393939,1,NA,"Nordeste",30604,"PP-II",8434.58,140,7.57417331067834,614.54,0,37.198,4.6,5653.043,3.114,12.457,216
"18",11,"migrou",37,0.0848733744010951,"Não",0,1,"NÃO",6,1,1,1,"Nordeste",31786,"PP-II",16447.93,192,6.40848172151262,631.02,0,32.209,3.9,3268.517,5.88,2.94,127
"19",29,"migrou",33,0,"Não",0,1,"NÃO",7.31034482758621,2.55172413793103,1,NA,"Nordeste",19032,"PP-I",15589.38,216,5.7219419924338,619.1,0,25.025,4.6,2989.385,0,10.057,113
"20",67,"migrou",39,1.16632443531828,"Não",0,1,"SIM",5.76119402985075,2.85074626865672,1,1,"Nordeste",38053,"PP-II",12101.51,102,13.8412214542874,755.56,63.1,22.64,6.7,3487.132,11.374,6.824,98
"21",48,"migrou",36,3.91512662559891,"Não",0,1,"SIM",7,1.52083333333333,1.60416666666667,1.14583333333333,"Nordeste",59280,"MP",15997.01,128,8.53070175438597,703.3,68.83,30.483,4.7,2533.336,3.055,4.583,77
"22",12,"migrou",29,0,"Não",0,1,"NÃO",7.33333333333333,2.41666666666667,1,1.08333333333333,"Nordeste",59280,"MP",15997.01,128,8.53070175438597,703.3,68.83,30.483,4.7,2533.336,3.055,4.583,77
"23",8,"migrou",31,0.0848733744010951,"Não",0,1,"NÃO",14.5,2.375,2.0625,1.375,"Nordeste",59280,"MP",15997.01,128,8.53070175438597,703.3,68.83,30.483,4.7,2533.336,3.055,4.583,77
"24",13,"migrou",52,12.4188911704312,"Não",0,1,"NÃO",23.2307692307692,5.98076923076923,3,2,"Norte",35447,"PP-II",12949.84,155,6.56190932942139,535.08,0,32.062,5.3,0,8.83,2.943,1555
"25",50,"migrou",50,12.0848733744011,"Não",0,1.04,"SIM",11,3.24423076923077,1.74423076923077,NA,"Norte",57473,"MP",13105.57,166,6.34384841577784,649.37,0,18.155,3.7,3024.193,16.666,3.704,698
"26",35,"migrou",41,6.6694045174538,"Sim",3.33333333333333,1,"NÃO",14.5714285714286,4.34285714285714,1.65714285714286,NA,"Norte",57473,"MP",13105.57,166,6.34384841577784,649.37,0,18.155,3.7,3024.193,16.666,3.704,698
"27",29,"migrou",57,4.25188227241615,"Não",0,1,"NÃO",9.62068965517241,3.17241379310345,1.37931034482759,1.06896551724138,"Norte",57473,"MP",13105.57,166,6.34384841577784,649.37,0,18.155,3.7,3024.193,16.666,3.704,698
"28",38,"migrou",72,0.832306639288159,"Não",0,1,"SIM",6.71052631578947,2.07894736842105,1,NA,"Norte",57473,"MP",13105.57,166,6.34384841577784,649.37,0,18.155,3.7,3024.193,16.666,3.704,698
"29",68,"permanece",40,3.58110882956879,"Não",0,1.13235294117647,"SIM",8.57142857142857,3.11038961038961,1.07142857142857,1.07142857142857,"Norte",57473,"MP",13105.57,166,6.34384841577784,649.37,0,18.155,3.7,3024.193,16.666,3.704,698
"30",68,"permanece",32,0.0848733744010951,"Não",0,1,"SIM",8.79411764705882,4,1.19117647058824,NA,"Norte",57473,"MP",13105.57,166,6.34384841577784,649.37,0,18.155,3.7,3024.193,16.666,3.704,698
"31",8,"migrou",32,1.25119780971937,"Não",0,1,"NÃO",19,6,3,1.5,"Norte",101883,"GP",15429.98,103,7.05122542524268,557.64,0,26.7,4.6,2464.472,0,0,99
"32",68,"permanece",58,8,"Não",0,1.01470588235294,"SIM",12.6811594202899,6.70652173913043,3.52536231884058,1,"Norte",101883,"GP",15429.98,103,7.05122542524268,557.64,0,26.7,4.6,2464.472,0,0,99
"33",68,"migrou",61,24.8377823408624,"Sim",0.583333333333333,1,"SIM",15.0606060606061,9.14015151515152,3.34469696969697,1.5,"Norte",101883,"GP",15429.98,103,7.05122542524268,557.64,0,26.7,4.6,2464.472,0,0,99
"34",73,"permanece",40,5.08418891170431,"Sim",4.83333333333333,2.73529411764706,"NÃO",28.21875,6.7421875,3.84375,1.8125,"Norte",66764,"MP",9024.99,99,6.30729135462225,382.08,0,57.712,3.6,3205.301,9.304,10.855,1.106
"35",10,"migrou",32,1.08418891170431,"Não",0,1,"NÃO",8,4,3,2,"Norte",21924,"PP-II",13412.92,51,6.16675789089582,610.14,1.48,36.982,NA,870.184,4.716,4.716,67
"36",4,"migrou",35,2.33264887063655,"Não",0,1,"NÃO",4,9,3,1,"Norte",21924,"PP-II",13412.92,51,6.16675789089582,610.14,1.48,36.982,NA,870.184,4.716,4.716,67
"37",20,"migrou",34,0.0848733744010951,"Não",0,1.7,"NÃO",4.2,1.9,1,NA,"Nordeste",17639,"PP-I",7528.62,111,7.87459606553659,623.67,31.48,4.979,4.9,222.457,15.141,20.188,540
"38",10,"migrou",31,0.082135523613963,"Não",0,1,"NÃO",5,3.2,1.4,1,"Nordeste",13795,"PP-I",8360.52,47,6.34287785429503,641.84,0,138.532,3,6766.03,6.61,13.22,182
"39",16,"migrou",37,3.16769336071184,"Sim",1.58333333333333,1,"NÃO",5,1.2,1,1,"Nordeste",151055,"GP",28689.58,122,19.8536956737612,666.13,35.27,58.049,3.8,3717.348,1.326,2.652,112
"40",22,"migrou",34,3.08555783709788,"Não",0,1,"NÃO",5.13636363636364,1.18181818181818,1,1.40909090909091,"Nordeste",151055,"GP",28689.58,122,19.8536956737612,666.13,35.27,58.049,3.8,3717.348,1.326,2.652,112
"41",31,"migrou",33,0.246406570841889,"Não",0,1,"NÃO",7,2.01370967741935,1.48387096774194,1.03225806451613,"Nordeste",36521,"PP-II",10695.46,100,12.0095287642726,498.69,2.29,18.796,3.9,6192.445,5.401,10.802,226
"42",2,"migrou",34,0.082135523613963,"Não",0,1,"NÃO",5,2,1,NA,"Nordeste",36521,"PP-II",10695.46,100,12.0095287642726,498.69,2.29,18.796,3.9,6192.445,5.401,10.802,226
"43",67,"migrou",36,4.08487337440109,"Não",0,1,"SIM",3.38888888888889,2.05555555555556,1,1.16666666666667,"Nordeste",15137,"PP-I",8280.84,119,4.26108211666777,538.8,0,31.067,4.4,7011.942,12.425,18.637,430
"44",11,"migrou",36,4.33401779603012,"Não",0,1,"NÃO",6.09090909090909,4.90909090909091,1.09090909090909,1.75,"Nordeste",10862,"PP-I",6178.61,85,6.02099060946419,492.92,0,50.856,4.1,2542.459,17.072,17.072,395
"45",31,"migrou",58,28.0848733744011,"Não",0,1,"NÃO",5,1,1,NA,"Nordeste",48294,"PP-II",7997.96,84,6.70062533648072,441.49,38.29,68.041,3.8,871.689,5.545,11.091,218
"46",67,"migrou",47,5.75222450376454,"Não",0,1,"NÃO",5.30909090909091,2.12727272727273,1,1,"Nordeste",13614,"PP-I",12203.7,155,6.56676950198325,699.98,0,21.619,3.8,6261.969,0,7.234,812
"47",33,"migrou",32,0.167008898015058,"Não",0,1,"NÃO",6,6.95984848484848,4.56666666666667,NA,"Nordeste",11958,"PP-I",6921.39,83,6.53119250710821,476.44,5.66,0,3.7,9401.864,30.264,37.83,317
"48",67,"permanece",66,36.580424366872,"Não",0,1,"SIM",4.28358208955224,2.58208955223881,1.44776119402985,NA,"Nordeste",51092,"MP",7096.21,100,5.80325686996007,413.51,0,22.397,3.5,4616.717,3.757,7.514,673
"49",35,"migrou",37,6.5845311430527,"Sim",1.75,1,"NÃO",7,2,1,NA,"Nordeste",36539,"PP-II",12329.02,118,6.77084758750924,623.14,1.08,66.449,3.8,1385.535,12.493,9.37,495
"50",32,"migrou",32,1.08418891170431,"Não",0,1.03125,"NÃO",5.375,1,0.96875,NA,"Nordeste",15146,"PP-I",8024.12,90,7.05796910075267,616.38,0,62.582,3,1191.57,18.779,12.52,202
"51",73,"migrou",42,2.5845311430527,"Sim",2.58333333333333,2.78723404255319,"NÃO",4,1.5,1,NA,"Nordeste",65550,"MP",16011.33,166,13.118230358505,892.37,31.7,36.154,4.1,6633.773,4.373,2.915,776
"52",68,"migrou",41,7.50444900752909,"Sim",2.08333333333333,1.16176470588235,"SIM",5.640625,2.046875,1.375,1,"Nordeste",70510,"MP",24472.88,112,23.4931215430435,1049.83,6.74,29.764,5.1,2791.755,4.474,5.966,534
"53",68,"permanece",33,0.0848733744010951,"Não",0,1,"SIM",4.66176470588235,1.69117647058824,1.23529411764706,1.29411764705882,"Nordeste",70510,"MP",24472.88,112,23.4931215430435,1049.83,6.74,29.764,5.1,2791.755,4.474,5.966,534
"54",26,"migrou",31,0.0848733744010951,"Não",0,1,"NÃO",4,2,1,1,"Nordeste",70510,"MP",24472.88,112,23.4931215430435,1049.83,6.74,29.764,5.1,2791.755,4.474,5.966,534
"55",28,"migrou",32,0.0848733744010951,"Não",0,1.25,"NÃO",10,2.40214285714286,1.51428571428571,NA,"Nordeste",71377,"MP",13388.26,131,7.78121803942446,350.67,6.7,26.683,3.1,3372.764,0,7.051,403
"56",73,"migrou",33,1.16632443531828,"Sim",1,1.10294117647059,"NÃO",4.85714285714286,1.85714285714286,1.21428571428571,1.22857142857143,"Nordeste",71377,"MP",13388.26,131,7.78121803942446,350.67,6.7,26.683,3.1,3372.764,0,7.051,403
"57",23,"migrou",33,0.246406570841889,"Não",0,1,"NÃO",4.60869565217391,1.39130434782609,1,NA,"Nordeste",24206,"PP-II",7932.78,95,6.0852681153433,447.33,0,34.383,4.3,4120.62,7.686,0,487
"58",22,"migrou",32,0.498288843258042,"Não",0,1,"NÃO",4,1.97727272727273,1,1,"Nordeste",24206,"PP-II",7932.78,95,6.0852681153433,447.33,0,34.383,4.3,4120.62,7.686,0,487
"59",9,"migrou",39,1.08418891170431,"Não",0,1,"NÃO",8.88888888888889,1.66666666666667,1,NA,"Nordeste",32683,"PP-II",11007.28,113,8.93124866138359,534.44,52.43,35.371,3.3,1643.886,6.39,9.584,554
"60",23,"migrou",33,0.251882272416153,"Não",0,1,"NÃO",10.7391304347826,2.32608695652174,1,NA,"Nordeste",25247,"PP-II",8326.35,144,6.74931675050501,597.46,0,51.61,3.2,125.038,3.948,7.895,607
"61",13,"migrou",30,0,"Não",0,1,"NÃO",4,3.57692307692308,1,1,"Nordeste",10744,"PP-I",8141.12,33,7.57632166790767,606.03,0,42.966,3.4,6807.97,8.576,8.576,257
"62",67,"migrou",29,0.167008898015058,"Não",0,1,"NÃO",3.08955223880597,2.04477611940298,1,1,"Nordeste",19151,"PP-I",15853.98,131,12.8974988251266,624.48,0,5.326,4,6440.17,10.669,0,972
"63",2,"migrou",36,4.58590006844627,"Sim",0.916666666666667,1,"NÃO",4,1,1,1,"Nordeste",35308,"PP-II",76086.31,187,26.9202447037499,704.77,4.62,48.261,3.3,574.296,6.077,3.039,98
"64",8,"migrou",31,0.251882272416153,"Não",0,1,"NÃO",5,2,1,1,"Nordeste",17053,"PP-I",8932.2,126,11.1769190171817,686.52,0,5.798,5.1,4954.408,11.548,17.322,644
"65",22,"migrou",30,0.0848733744010951,"Não",0,1.36363636363636,"NÃO",3,2,1,1,"Nordeste",17053,"PP-I",8932.2,126,11.1769190171817,686.52,0,5.798,5.1,4954.408,11.548,17.322,644
"66",8,"migrou",58,27.5044490075291,"Não",0,1,"NÃO",10,4.125,2.125,1,"Nordeste",26692,"PP-II",8867.94,69,7.81132923722464,504.26,0,26.543,3.3,5243.003,8.803,4.402,112
"67",31,"migrou",40,1.50308008213552,"Não",0,1,"NÃO",6.32258064516129,1.35483870967742,1.09677419354839,NA,"Nordeste",34180,"PP-II",9013.64,93,7.03627852545348,647.14,31.3,54.755,3.6,611.539,2.908,8.724,592
"68",36,"migrou",33,0.0848733744010951,"Não",0,1,"NÃO",5.25,1.94444444444444,1.27777777777778,NA,"Nordeste",34180,"PP-II",9013.64,93,7.03627852545348,647.14,31.3,54.755,3.6,611.539,2.908,8.724,592
"69",68,"migrou",48,15.1676933607118,"Sim",3.83333333333333,1,"SIM",3,3.57647058823529,2.05073529411765,NA,"Nordeste",11884,"PP-I",9652.18,-16,7.9602827330865,684.45,0,0,4.5,7439.49,8.227,8.227,592
"70",33,"migrou",33,1.99863107460643,"Não",0,1,"NÃO",6,2,1,NA,"Nordeste",38098,"PP-II",14312.84,54,12.0505013386529,617.32,13.03,62.231,2.9,3627.465,2.401,4.801,140
"71",25,"migrou",39,5.08418891170431,"Não",0,1,"NÃO",8,1.4,1,NA,"Nordeste",32554,"PP-II",17169.34,4,13.5282914541992,536.49,0,61.767,3,6031.456,13.557,8.134,163
"72",67,"migrou",42,5.08418891170431,"Não",0,1.17910447761194,"SIM",4.37313432835821,2.19402985074627,1.07462686567164,1,"Nordeste",113710,"GP",27275.88,99,20.7272887169114,781.41,10.87,51.155,3.6,1221.468,3.561,0.89,645
"73",67,"permanece",38,4.33401779603012,"Não",0,1.23880597014925,"SIM",11.1470588235294,4.27941176470588,3.05882352941176,1.89705882352941,"Nordeste",113710,"GP",27275.88,99,20.7272887169114,781.41,10.87,51.155,3.6,1221.468,3.561,0.89,645
"74",68,"permanece",39,4.83778234086242,"Não",0,3.61764705882353,"SIM",4,3.97872340425532,2.1063829787234,NA,"Nordeste",616272,"GP",24259.45,88,21.8139068463276,678.74,54.76,42.936,3.7,1688.107,0.328,1.804,112
"75",11,"migrou",43,6.5845311430527,"Não",0,1,"SIM",6,2.54545454545455,1,NA,"Nordeste",11059,"PP-I",8028.72,78,7.02595171353649,606.9,82.27,65.858,4.4,4583.878,9.358,9.358,483
"76",66,"permanece",77,41.0841889117043,"Não",0,1.77272727272727,"SIM",8.18840579710145,2.81159420289855,2.4963768115942,NA,"Nordeste",11059,"PP-I",8028.72,78,7.02595171353649,606.9,82.27,65.858,4.4,4583.878,9.358,9.358,483
"77",68,"permanece",33,0.58590006844627,"Não",0,1,"SIM",9,1.48529411764706,1.14338235294118,1.22058823529412,"Nordeste",8050,"PP-I",8028.02,121,12.6211180124224,699.6,0,28.831,4.2,10867.015,0,27.628,599
"78",45,"migrou",36,0.670773442847365,"Não",0,1,"SIM",5,1.04444444444444,1.29444444444444,1,"Nordeste",8050,"PP-I",8028.02,121,12.6211180124224,699.6,0,28.831,4.2,10867.015,0,27.628,599
"79",68,"migrou",34,0.418891170431211,"Não",0,1.35294117647059,"SIM",4.81081081081081,1.37837837837838,1.18918918918919,NA,"Nordeste",12309,"PP-I",8043.52,94,6.76740596311642,463.47,13.71,15.348,3.4,5768.87,0,7.648,325
"80",42,"migrou",46,8.58042436687201,"Não",0,1,"SIM",8.66666666666667,4.22619047619048,2.86904761904762,1.76190476190476,"Nordeste",178649,"GP",26756.97,92,18.957844712257,655.66,60.61,57.908,3.6,2332.956,5.46,2.427,440
"81",67,"permanece",39,8.08487337440109,"Não",0,1.55223880597015,"NÃO",7.68115942028986,2.56521739130435,1.50724637681159,NA,"Nordeste",178649,"GP",26756.97,92,18.957844712257,655.66,60.61,57.908,3.6,2332.956,5.46,2.427,440
"82",73,"migrou",38,3.08555783709788,"Sim",0.5,2.89705882352941,"NÃO",5.06666666666667,1,1.2,NA,"Nordeste",178649,"GP",26756.97,92,18.957844712257,655.66,60.61,57.908,3.6,2332.956,5.46,2.427,440
"83",22,"migrou",32,0.0848733744010951,"Não",0,1,"NÃO",10,2,2.18181818181818,NA,"Nordeste",33790,"PP-II",14394.45,98,10.4320804971885,458.96,49.59,92.671,3.2,3641.166,2.532,0,158
"84",41,"migrou",33,0.0848733744010951,"Não",0,1,"SIM",8,2.1219512195122,1,1,"Nordeste",40706,"PP-II",10431.04,74,12.9735174175797,388.02,28.95,50.138,3.8,4687.583,2.182,4.365,348
"85",68,"migrou",30,0.0848733744010951,"Não",0,1.57352941176471,"SIM",5,1.98214285714286,1.16964285714286,NA,"Nordeste",40706,"PP-II",10431.04,74,12.9735174175797,388.02,28.95,50.138,3.8,4687.583,2.182,4.365,348
"86",30,"migrou",51,21.0841889117043,"Não",0,1,"NÃO",10,1.13333333333333,1,NA,"Nordeste",56876,"MP",10555.73,109,11.6446304240805,418.21,17.65,35.238,3.3,2896.078,3.347,8.366,208
"87",67,"migrou",40,3.25256673511294,"Não",0,1,"NÃO",14.6865671641791,2.92238805970149,2.16417910447761,NA,"Nordeste",56876,"MP",10555.73,109,11.6446304240805,418.21,17.65,35.238,3.3,2896.078,3.347,8.366,208
"88",68,"migrou",40,7.00068446269678,"Não",0,1,"SIM",5.19117647058824,2.02941176470588,1,1.01470588235294,"Nordeste",28043,"PP-II",9034.92,91,8.07688193131976,435.12,0,48.219,3.2,5494.464,3.461,13.845,133
"89",73,"migrou",39,3.25256673511294,"Sim",2.25,2.25,"SIM",7.25757575757576,2.45454545454545,1.3030303030303,1.01515151515152,"Nordeste",74507,"MP",18460.4,127,19.276041177339,638.07,14.99,42.485,4.9,3503.794,2.763,6.907,477
"90",56,"migrou",33,1.33333333333333,"Não",0,1,"SIM",9,1.81696428571429,1,1.44642857142857,"Nordeste",65073,"MP",13861.25,134,15.1614340817236,719.9,26.65,40.317,3.7,598.38,0,4.664,275
"91",68,"permanece",34,2.08350444900753,"Não",0,1,"SIM",7.70588235294118,2.25735294117647,1,1.54411764705882,"Nordeste",65073,"MP",13861.25,134,15.1614340817236,719.9,26.65,40.317,3.7,598.38,0,4.664,275
"92",68,"permanece",41,3.41957563312799,"Não",0,1,"SIM",6.10294117647059,1,1,1,"Nordeste",65073,"MP",13861.25,134,15.1614340817236,719.9,26.65,40.317,3.7,598.38,0,4.664,275
"93",68,"permanece",39,0,"Sim",2.66666666666667,1.57352941176471,"NÃO",5,1.75,1.01162790697674,NA,"Nordeste",65073,"MP",13861.25,134,15.1614340817236,719.9,26.65,40.317,3.7,598.38,0,4.664,275
"94",34,"migrou",33,0.0848733744010951,"Não",0,1,"NÃO",9,1.75,1,1,"Nordeste",65073,"MP",13861.25,134,15.1614340817236,719.9,26.65,40.317,3.7,598.38,0,4.664,275
"95",68,"migrou",33,0.082135523613963,"Não",0,1,"NÃO",6,2.21691176470588,1,1.25,"Nordeste",65073,"MP",13861.25,134,15.1614340817236,719.9,26.65,40.317,3.7,598.38,0,4.664,275
"96",37,"migrou",38,4.33401779603012,"Sim",1.66666666666667,1,"NÃO",1.51351351351351,1.40540540540541,1.08108108108108,NA,"Nordeste",27704,"PP-II",11719.82,92,13.1966503032053,487.83,38.02,35.341,3.5,764.868,3.585,0,436
"97",16,"migrou",44,3.16769336071184,"Sim",1,1,"NÃO",9,1,1.1875,1,"Nordeste",12311,"PP-I",8769.99,135,5.21484850946308,856.06,0,13.861,3.2,11399.641,0,13.975,546
"98",68,"migrou",42,4,"Não",0,1.67164179104478,"SIM",4.76119402985075,2.51492537313433,1.01492537313433,1,"Nordeste",18781,"PP-I",11450.71,20,9.30727863266067,442,100,87.843,2.9,2153.976,4.857,19.43,410
"99",10,"migrou",33,3.08555783709788,"Não",0,1,"NÃO",7,2,1.19,NA,"Nordeste",59605,"MP",14714.27,90,15.0775941615636,533.46,61.93,85.29,4.5,3649.264,3.1,1.55,758
"100",23,"migrou",33,0.0848733744010951,"Não",0,1,"NÃO",11.6521739130435,3.47826086956522,1.84782608695652,NA,"Nordeste",59605,"MP",14714.27,90,15.0775941615636,533.46,61.93,85.29,4.5,3649.264,3.1,1.55,758
"101",6,"migrou",36,5.08418891170431,"Não",0,1,"NÃO",5,2,1,1,"Nordeste",10341,"PP-I",10684.78,151,7.48476936466493,598.78,0,22.828,3.6,1923.451,11.101,11.101,458
"102",40,"migrou",42,2.08350444900753,"Não",0,1,"NÃO",5.7,2.275,1,1,"Nordeste",10341,"PP-I",10684.78,151,7.48476936466493,598.78,0,22.828,3.6,1923.451,11.101,11.101,458
"103",67,"migrou",40,7.50444900752909,"Não",0,1.04838709677419,"NÃO",NA,NA,NA,NA,"Nordeste",65897,"MP",15519.46,4,21.8780824620241,544.26,94.41,32.831,3.4,4382.47,3.975,3.975,572
"104",1,"migrou",40,7.16769336071184,"Sim",1,1,"NÃO",7,2,1,1,"Nordeste",10999,"PP-I",8110.94,76,8.6462405673243,575.71,0,31.807,3.3,4940.066,7.921,31.686,337
"105",66,"migrou",29,0.0848733744010951,"Não",0,1.12121212121212,"SIM",9,1.37209302325581,0.976744186046512,NA,"Nordeste",10999,"PP-I",8110.94,76,8.6462405673243,575.71,0,31.807,3.3,4940.066,7.921,31.686,337
"106",67,"migrou",36,5.50308008213552,"Não",0,1.98507462686567,"NÃO",10.7190082644628,2.77685950413223,1.09917355371901,1.07272727272727,"Nordeste",11118,"PP-I",9454.24,105,6.45799604245368,581.73,41.76,9.096,4.3,4266.352,18.233,9.117,774
"107",68,"migrou",45,0.0848733744010951,"Não",0,2.41176470588235,"SIM",5.08823529411765,3.95294117647059,1.11764705882353,NA,"Nordeste",82590,"MP",17467.26,108,14.5441336723574,727.72,7.7,31.049,3.4,4163.932,2.488,8.707,336
"108",4,"migrou",36,5.08418891170431,"Não",0,1,"NÃO",4.5,2.5,1,NA,"Nordeste",82590,"MP",17467.26,108,14.5441336723574,727.72,7.7,31.049,3.4,4163.932,2.488,8.707,336
"109",25,"migrou",31,0.0848733744010951,"Não",0,1.4,"NÃO",7.5,3,1,NA,"Nordeste",82590,"MP",17467.26,108,14.5441336723574,727.72,7.7,31.049,3.4,4163.932,2.488,8.707,336
"110",15,"migrou",32,0.167008898015058,"Não",0,1,"NÃO",7.58333333333333,4.08333333333333,1,NA,"Nordeste",82590,"MP",17467.26,108,14.5441336723574,727.72,7.7,31.049,3.4,4163.932,2.488,8.707,336
"111",11,"migrou",34,2.08350444900753,"Não",0,1,"NÃO",6,6,1.75,1,"Nordeste",32703,"PP-II",23139.29,43,13.5247530807571,648.17,27.51,11.915,3.5,265.712,29.954,14.977,409
"112",52,"migrou",38,0.58590006844627,"Não",0,1,"NÃO",11.1538461538462,2.86538461538462,2.03846153846154,1.88461538461538,"Nordeste",158813,"GP",17459.24,111,17.1950658951093,636.85,80.5,29.494,3.1,3138.846,0.642,3.209,364
"113",73,"migrou",42,1.25119780971937,"Sim",11.0833333333333,2.89705882352941,"NÃO",9.98387096774194,3.91935483870968,2.30645161290323,1.43548387096774,"Nordeste",158813,"GP",17459.24,111,17.1950658951093,636.85,80.5,29.494,3.1,3138.846,0.642,3.209,364
"114",68,"migrou",45,9.08418891170431,"Não",0,1,"NÃO",7,2.54054054054054,1.32432432432432,1.43243243243243,"Nordeste",24854,"PP-II",9312.02,94,6.41747807194013,501.43,0,23.821,4.8,2527.33,4.006,0,456
"115",66,"migrou",31,0.167008898015058,"Não",0,1,"SIM",4.81818181818182,2.40909090909091,1.21212121212121,1.12121212121212,"Nordeste",5888,"PP-I",10228.63,71,11.226222826087,868.87,0,188.582,3.3,1936.406,0,67.774,498
"116",70,"migrou",44,13.1663244353183,"Sim",4.33333333333333,1.57352941176471,"SIM",4.8256880733945,1.99082568807339,0.931192660550459,NA,"Nordeste",14105,"PP-I",6183.36,93,7.13931230060262,611.76,0,0,3.5,4167.061,0,6.429,617
"117",49,"migrou",76,43.0855578370979,"Sim",2.16666666666667,1,"SIM",5.57142857142857,2.42857142857143,1.53061224489796,NA,"Nordeste",7494,"PP-I",8133.08,67,8.28662930344275,708.85,0,35.039,4.3,3780.226,23.403,46.806,347
"118",47,"migrou",35,0.58590006844627,"Não",0,1.5531914893617,"NÃO",9.77777777777778,3.14814814814815,1.03703703703704,NA,"Nordeste",43903,"PP-II",10926.92,64,9.72143133726625,544.44,0,8.747,4.4,6576.121,4.406,2.203,605
"119",37,"migrou",43,7.41957563312799,"Não",0,1.13513513513514,"NÃO",2.23809523809524,1.37380952380952,1.45238095238095,NA,"Nordeste",13544,"PP-I",9767.68,97,7.19137625516834,545.06,0,28.939,3.4,14384.564,21.535,14.356,428
