"","meses_no_local_alocado","churn","idade","atuacao_previa_no_municipio","anos_atuacao_previa_no_municipio","media_vinculos_mes","Prorrogado","m_agente_saude","m_tec_aux_enf","m_enfermeiro","m_dentista","regiao_destino","populacao","porte","pib_percapita","variacao_pib","pop_ocupada_2019","var_taxa_ocupacao","orcamento_saude","esgotamento_sanitario","taxa_homicidio","ideb_anosfinais","investimento_infraestrutura","equipamentos_esportivos","equipamentos_culturais","distancia_capital"
"1057",55,"migrou",33,"Não",0,1.73076923076923,"SIM",NA,NA,NA,NA,"Sul",6123,"PP-I",19932.11,140,655,16.6609530426059,740.13,0,16.807,NA,1801.917,16.455,16.455,544
"1058",28,"migrou",49,"Não",0,1,"NÃO",7.25,2.53392857142857,1.925,0.75,"Sul",117938,"GP",26065.48,136,23327,6.18583232863016,574.45,68.22,11.557,4.5,1044.178,0.827,6.615,366
"1059",68,"permanece",47,"Não",0,1.68181818181818,"NÃO",6.20833333333333,1.82291666666667,1.684375,0.65625,"Sul",117938,"GP",26065.48,136,23327,6.18583232863016,574.45,68.22,11.557,4.5,1044.178,0.827,6.615,366
"1060",47,"migrou",31,"Não",0,1.34042553191489,"SIM",6.06382978723404,1,1.62234042553191,NA,"Sul",6262,"PP-I",56970.36,335,2365,-41.2847563891202,1284.67,0,44.749,3.9,665.696,0,45.215,517
"1061",26,"migrou",46,"Não",0,1,"NÃO",9,2.99038461538462,2.47692307692308,0.5,"Sul",9158,"PP-I",49674.54,216,1531,41.9013511246168,840.57,0,0,NA,830.075,0,11.707,435
"1062",60,"migrou",35,"Não",0,1,"SIM",5,6,2.91875,1.77166666666667,"Sul",3054,"PP-I",41285.53,164,396,-12.8714807670083,1131.92,0,0,3.9,239.978,33.389,66.778,339
"1063",7,"migrou",35,"Não",0,1,"NÃO",13.7142857142857,3,3.14285714285714,3,"Sul",4930,"PP-I",22553.97,122,684,32.8992537453853,928.23,0,61.741,NA,3081.301,20.4,61.2,419
"1064",13,"migrou",31,"Não",0,1,"NÃO",5.84615384615385,2.75,2,0.846153846153846,"Sul",15173,"PP-I",46116.4,140,3729,13.7747961361628,623.76,10.58,25.661,4.3,1471.676,6.417,19.251,259
"1065",66,"migrou",37,"Não",0,1,"NÃO",5.65151515151515,3.47916666666667,2.34015151515152,NA,"Sul",6413,"PP-I",30074.27,149,799,19.8736619739097,859.68,0,0,3.6,696.449,14.892,29.784,285
"1066",4,"migrou",46,"Não",0,1,"NÃO",7,4,1.25,0.5,"Sul",7612,"PP-I",21801.41,92,778,-8.44720258073289,567.16,0,0,NA,728.934,11.892,0,80
"1067",45,"migrou",42,"Sim",0.333333333333333,1.65,"NÃO",3.675,1.475,1.659375,1.475,"Sul",26603,"PP-II",26495.09,126,4523,14.5113204822571,474.95,30.18,18.741,3.1,2717.035,7.444,11.165,383
"1068",25,"migrou",38,"Não",0,1,"NÃO",5.36,1.75,1.001,0.606,"Sul",27659,"PP-II",41195.15,107,6991,12.0310884123119,667.68,0,14.385,4.8,1511.79,32.335,10.778,327
"1069",13,"migrou",34,"Não",0,1,"NÃO",8,3.78846153846154,2,1.42307692307692,"Sul",7484,"PP-I",21298.41,58,1102,-27.4810895442012,1088.44,0,0,2.2,3156.067,25.79,38.685,297
"1070",21,"migrou",31,"Não",0,1,"NÃO",8.33333333333333,3.66190476190476,2.18571428571429,1.1047619047619,"Sul",2142,"PP-I",27396.24,150,302,17.8933854243452,1265.1,0,0,NA,1650.28,41.719,83.438,537
"1071",72,"migrou",34,"Sim",1.66666666666667,1.77611940298507,"NÃO",1.16666666666667,1.76388888888889,1.01388888888889,1.22118055555556,"Sul",34654,"PP-II",25563.75,119,5397,24.6945089853119,1139.14,0,26.127,NA,1672.131,5.224,18.284,137
"1072",67,"permanece",37,"Sim",0.916666666666667,2.11940298507463,"SIM",3.60824742268041,3.59845360824742,1.98556701030928,1.46185567010309,"Sul",59676,"MP",32097.72,101,11605,13.6235077280889,966.83,19.92,14.93,3.9,1077.064,3.303,11.559,594
"1073",72,"permanece",42,"Sim",8,1.7910447761194,"SIM",6.43283582089552,1.01492537313433,1.01194029850746,NA,"Sul",59676,"MP",32097.72,101,11605,13.6235077280889,966.83,19.92,14.93,3.9,1077.064,3.303,11.559,594
"1074",12,"migrou",32,"Não",0,1,"NÃO",6,1.04166666666667,1.3375,NA,"Sul",15577,"PP-I",24334.58,118,2349,3.23221292145732,811.45,0,18.521,4.7,2245.357,12.308,36.923,333
"1075",11,"migrou",31,"Não",0,1.63636363636364,"NÃO",4,1,1,NA,"Sul",11950,"PP-I",40519.14,190,3295,69.180967054921,867.77,0,27.907,3.4,1374.16,0,18.539,416
"1076",72,"permanece",40,"Sim",5.25,3.3134328358209,"NÃO",3.25,4,2.5425,NA,"Sul",117210,"GP",22725.29,88,22028,6.76528579942602,434.62,85.86,20.477,4.4,1820.545,0.787,2.361,649
"1077",56,"migrou",30,"Não",0,2.83928571428571,"SIM",5.91869918699187,9.19634146341463,4.65894308943089,1.2349593495935,"Sul",117210,"GP",22725.29,88,22028,6.76528579942602,434.62,85.86,20.477,4.4,1820.545,0.787,2.361,649
"1078",72,"migrou",60,"Sim",0.916666666666667,1,"SIM",3.375,4.22569444444444,2.02777777777778,NA,"Sul",224112,"GP",15847.97,95,25361,15.6176382572691,214.92,4.23,38.006,4.6,2373.631,0.394,1.968,26
"1079",67,"migrou",42,"Não",0,1.28358208955224,"SIM",3.48837209302326,2.84302325581395,1.53488372093023,NA,"Sul",6508,"PP-I",49862.93,69,1711,27.355390228995,1283.53,0,0,NA,2918.888,28.019,28.019,462
"1080",23,"migrou",33,"Não",0,1,"NÃO",11.1739130434783,3.26086956521739,1.30434782608696,1.04347826086957,"Sul",8066,"PP-I",22069.93,60,856,42.6983520921721,572.84,0,11.38,NA,894.514,11.362,11.362,312
"1081",72,"migrou",37,"Sim",1.83333333333333,1.28358208955224,"SIM",10.6417910447761,3.36194029850746,2.95820895522388,2.33582089552239,"Nordeste",10318,"PP-I",11602.09,48,710,-28.3012835508976,655.52,0,29.833,2.7,5324.877,9.835,9.835,98
"1082",15,"migrou",45,"Não",0,1,"NÃO",9.8,3,2,1,"Nordeste",26834,"PP-II",88693.76,28,3061,10.6038487126432,813.26,0,40.134,3.9,0,6.796,13.592,195
"1083",21,"migrou",41,"Não",0,1,"NÃO",6,2,1.66666666666667,1,"Nordeste",31645,"PP-II",11365.13,42,4347,22.800551508445,485.18,0,75.995,3.5,2946.643,23.596,14.748,69
"1084",67,"migrou",31,"Não",0,1,"SIM",9.1044776119403,3.02985074626866,1.64925373134328,1.11194029850746,"Nordeste",31645,"PP-II",11365.13,42,4347,22.800551508445,485.18,0,75.995,3.5,2946.643,23.596,14.748,69
"1085",10,"migrou",31,"Não",0,1,"NÃO",6,1,1,NA,"Nordeste",19939,"PP-I",14682.76,45,1488,-37.0010684486418,406.21,0,31.7,2.4,1642.7,9.206,4.603,112
"1086",28,"migrou",31,"Não",0,1,"NÃO",5,5.23214285714286,1.28571428571429,1.28571428571429,"Nordeste",5391,"PP-I",10115.2,92,498,24.4868507587074,790.13,0,0,5.5,11543.929,0,0,94
"1087",7,"migrou",30,"Não",0,1,"NÃO",7,1,1,NA,"Nordeste",11096,"PP-I",10183.96,88,666,5.47714691672508,557.02,14.22,34.471,3.6,2342.628,8.616,8.616,151
"1088",38,"migrou",41,"Não",0,1,"SIM",9.07894736842105,1,1.02631578947368,1,"Nordeste",16549,"PP-I",10748.77,42,1105,7.20670693718341,568.85,0,38.982,3.7,5235.47,5.63,11.261,102
"1089",23,"migrou",36,"Não",0,1,"NÃO",17.8695652173913,3.21739130434783,2.08695652173913,2.45652173913043,"Nordeste",103440,"GP",21027.82,110,18185,22.8427374704198,580.68,39.94,97.457,3.5,2348.235,1.056,4.224,56
"1090",37,"migrou",34,"Sim",1,1.9375,"NÃO",9.5,1.86666666666667,1,1.13333333333333,"Nordeste",40678,"PP-II",10378.85,73,3665,0.623048681902603,457.07,32.12,31.006,4.8,3251.131,2.399,2.399,120
"1091",10,"migrou",34,"Não",0,1,"NÃO",4,1,1,NA,"Nordeste",13407,"PP-I",13221.23,60,1540,-0.393556165190006,574.19,0,7.444,3.3,5262.866,0,7.642,93
"1092",27,"migrou",30,"Não",0,1,"NÃO",7.74074074074074,1,1,1,"Nordeste",13407,"PP-I",13221.23,60,1540,-0.393556165190006,574.19,0,7.444,3.3,5262.866,0,7.642,93
"1093",36,"migrou",32,"Não",0,1,"NÃO",7,3.94444444444444,1.05555555555556,NA,"Nordeste",101579,"GP",15702.28,97,14724,33.7569815416136,437.8,5.2,28.733,4,708.68,0,1.931,79
"1094",34,"migrou",35,"Não",0,1,"NÃO",5.97058823529412,1,1,NA,"Nordeste",16426,"PP-I",13897.9,70,2350,24.6505184582891,590.59,0,48.079,2.3,3180.424,5.338,0,119
"1095",67,"permanece",55,"Não",0,1,"SIM",21.7910447761194,7.94029850746269,5.61194029850746,2.07462686567164,"Nordeste",41212,"PP-II",16648.76,81,5665,30.691527835888,507.33,0,21.666,2.9,3361.357,2.739,2.739,117
"1096",36,"migrou",42,"Não",0,1,"NÃO",21.9444444444444,5.86111111111111,4.08333333333333,2,"Nordeste",41212,"PP-II",16648.76,81,5665,30.691527835888,507.33,0,21.666,2.9,3361.357,2.739,2.739,117
"1097",57,"migrou",33,"Sim",0.166666666666667,1.53846153846154,"NÃO",21.8095238095238,6.57142857142857,4.54761904761905,2,"Nordeste",41212,"PP-II",16648.76,81,5665,30.691527835888,507.33,0,21.666,2.9,3361.357,2.739,2.739,117
"1098",36,"migrou",78,"Sim",6.25,1,"NÃO",10.25,4.56944444444444,2.77777777777778,2,"Nordeste",192330,"GP",14865.05,21,21513,1.34214271266215,446.54,36.18,58.27,4.2,3095.865,0.551,2.755,16
"1099",53,"migrou",71,"Sim",8.41666666666667,1,"NÃO",8.375,5.10416666666667,2,2,"Nordeste",192330,"GP",14865.05,21,21513,1.34214271266215,446.54,36.18,58.27,4.2,3095.865,0.551,2.755,16
"1100",34,"migrou",30,"Não",0,1,"NÃO",17.0588235294118,7.61470588235294,3.52941176470588,2.26470588235294,"Nordeste",7396,"PP-I",9438.71,78,508,42.7532847644196,505.45,0,0,3.1,3428.01,10.484,10.484,92
"1101",9,"migrou",32,"Não",0,1,"NÃO",17.8888888888889,2.33333333333333,2.44444444444444,1,"Nordeste",33439,"PP-II",9099.46,87,1763,5.92597133968859,420.78,0,23.005,3.1,3423.451,14.53,5.812,174
"1102",67,"permanece",32,"Não",0,1.23880597014925,"SIM",25.0298507462687,6.49253731343284,4.46268656716418,2.88059701492537,"Nordeste",21794,"PP-II",10474.77,65,1954,33.5328798135187,447.79,0,54.788,3.6,3228.375,0,4.24,150
"1103",16,"migrou",32,"Não",0,1,"NÃO",7.125,3,1.125,1,"Nordeste",26618,"PP-II",17344.42,63,4458,14.819085191921,697.49,0,30.379,NA,698.201,0,3.383,99
"1104",67,"migrou",36,"Não",0,1,"SIM",6.16417910447761,2.09701492537313,1.85074626865672,1,"Nordeste",9295,"PP-I",28920.51,-57,1754,-16.3444262837754,1333.65,90.96,73.699,3.4,3208.452,18.697,28.045,38
"1105",27,"migrou",34,"Não",0,1,"NÃO",7,4.18518518518519,2.51851851851852,1,"Nordeste",9295,"PP-I",28920.51,-57,1754,-16.3444262837754,1333.65,90.96,73.699,3.4,3208.452,18.697,28.045,38
"1106",11,"migrou",34,"Não",0,1,"NÃO",6.2,3.6,1.075,1,"Nordeste",20279,"PP-II",9289.09,49,1818,16.2021724651949,387.25,0,25.003,3.5,4623.174,0,10.015,54
"1107",24,"migrou",44,"Não",0,1,"NÃO",9.125,3,1,1,"Nordeste",13616,"PP-I",11564.29,28,843,-6.08857999876307,555.13,0,14.25,2.9,4107.604,7.17,14.34,80
"1108",22,"migrou",39,"Não",0,1,"NÃO",24.0909090909091,8.99772727272727,5.32954545454545,1.31818181818182,"Nordeste",42578,"PP-II",15772.57,110,4725,6.89072713116963,409.08,5.62,27.171,3.9,2064.733,0,7.41,105
"1109",8,"migrou",30,"Não",0,1,"NÃO",7,1,1,NA,"Nordeste",50905,"MP",11206.78,89,5325,8.44415263701116,414.75,67.09,28.741,3.8,4066.354,3.858,5.787,131
"1110",28,"migrou",39,"Não",0,1.46428571428571,"NÃO",3.2962962962963,2.11111111111111,1,NA,"Sudeste",24585,"PP-II",25262.33,50,4795,-4.74616517083942,827.95,53.98,0,NA,2093.643,4.077,16.309,325
"1111",22,"migrou",37,"Não",0,1,"NÃO",7,3.05681818181818,1.59090909090909,0.95,"Sudeste",12978,"PP-I",22217.82,148,2891,34.7929926783822,817.29,0,13.402,4.4,5111.405,6.746,6.746,316
"1112",54,"migrou",35,"Não",0,1,"NÃO",5,3.43333333333333,1.61111111111111,1.14583333333333,"Sudeste",12978,"PP-I",22217.82,148,2891,34.7929926783822,817.29,0,13.402,4.4,5111.405,6.746,6.746,316
"1113",68,"migrou",37,"Não",0,1,"SIM",4.75,2.35294117647059,1.27573529411765,1,"Sudeste",6283,"PP-I",27140.18,11,565,-73.3638524185521,765.31,0,19.172,4.5,4580.084,19.459,38.918,372
"1114",27,"migrou",30,"Não",0,1.66666666666667,"NÃO",17.1,8.6,3.75,1.425,"Sudeste",46337,"PP-II",20119.04,84,8910,8.44438661858732,822.42,84.77,8.486,5.4,3181.106,4.241,4.241,230
"1115",21,"migrou",41,"Não",0,1,"NÃO",6.66666666666667,6.21428571428571,5.27380952380952,1.03095238095238,"Sudeste",386984,"GP",15364.87,89,42803,-16.308155632585,347.21,85.06,8.48,NA,1635.424,0,1.756,27
"1116",67,"permanece",62,"Não",0,1,"SIM",11.8507462686567,11.7910447761194,10.9626865671642,NA,"Sudeste",8759,"PP-I",13024.65,77,855,-3.85153646996764,677.93,97.77,11.199,NA,2794.18,0,11.305,333
"1117",46,"migrou",41,"Não",0,1,"SIM",5.80434782608696,3.95652173913043,2.82608695652174,1,"Sudeste",179198,"GP",17063.48,35,22002,-4.25928459966151,260.34,84.84,8.75,4.9,2505.727,1.563,2.083,32
"1118",33,"migrou",56,"Não",0,1.06060606060606,"NÃO",8.4,3.57142857142857,2,NA,"Sudeste",179198,"GP",17063.48,35,22002,-4.25928459966151,260.34,84.84,8.75,4.9,2505.727,1.563,2.083,32
"1119",2,"migrou",55,"Não",0,1,"NÃO",6,4.5,2,1,"Sudeste",179198,"GP",17063.48,35,22002,-4.25928459966151,260.34,84.84,8.75,4.9,2505.727,1.563,2.083,32
"1120",37,"migrou",41,"Não",0,1,"SIM",13.0540540540541,5.13513513513514,3.16216216216216,NA,"Sudeste",179198,"GP",17063.48,35,22002,-4.25928459966151,260.34,84.84,8.75,4.9,2505.727,1.563,2.083,32
"1121",48,"migrou",58,"Sim",2.33333333333333,1.11627906976744,"NÃO",12.046511627907,3.88372093023256,2.72093023255814,NA,"Sudeste",165139,"GP",9036.61,58,10730,2.08406872527846,360.76,49.57,13.08,NA,5118.725,0,1.724,47
"1122",4,"migrou",62,"Não",0,1,"NÃO",12.75,2.25,2.25,0.625,"Sudeste",144849,"GP",21466.72,75,19756,8.64005777300628,560.18,68.61,7.768,NA,2415.906,3.28,1.968,41
"1123",38,"migrou",39,"Não",0,1.36842105263158,"NÃO",15.5961538461538,10.0615384615385,6.36057692307692,NA,"Sudeste",144849,"GP",21466.72,75,19756,8.64005777300628,560.18,68.61,7.768,NA,2415.906,3.28,1.968,41
"1124",32,"migrou",47,"Não",0,1,"NÃO",11,3.54032258064516,3.04838709677419,0.838709677419355,"Sudeste",144849,"GP",21466.72,75,19756,8.64005777300628,560.18,68.61,7.768,NA,2415.906,3.28,1.968,41
"1125",3,"migrou",53,"Não",0,1,"NÃO",16.6666666666667,9.6,6,3.08333333333333,"Sudeste",144849,"GP",21466.72,75,19756,8.64005777300628,560.18,68.61,7.768,NA,2415.906,3.28,1.968,41
"1126",15,"migrou",33,"Não",0,1,"NÃO",9.13333333333333,2.4,1,0.275,"Sudeste",23106,"PP-II",13243.11,69,2941,-9.42478108611679,536.09,99.07,4.053,NA,6299.841,16.261,8.131,286
"1127",28,"migrou",40,"Não",0,1,"NÃO",4.64285714285714,2,1,1,"Sudeste",25180,"PP-II",26896.19,110,4621,-8.55300697576041,890.25,67.01,14.747,NA,2517.338,11.169,18.614,307
"1128",38,"migrou",36,"Não",0,1,"SIM",38.5789473684211,7.38157894736842,4.18421052631579,1.76315789473684,"Sudeste",369275,"GP",20655,106,48745,-4.59298288545378,357.27,72.04,9.169,NA,2265.473,0.819,0.819,41
"1129",12,"migrou",39,"Não",0,1,"NÃO",34.5,7.25,5.16666666666667,1.91666666666667,"Sudeste",369275,"GP",20655,106,48745,-4.59298288545378,357.27,72.04,9.169,NA,2265.473,0.819,0.819,41
"1130",33,"migrou",39,"Sim",0.833333333333333,1,"NÃO",3.83333333333333,1.9,1.425,NA,"Sudeste",4371,"PP-I",28075.65,33,387,-18.8889444426768,1240.71,84.33,22.109,NA,3871.102,44.494,44.494,493
"1131",63,"migrou",50,"Não",0,1,"NÃO",0.285714285714286,6.66071428571429,3.14375,2.59642857142857,"Sudeste",2372,"PP-I",22522.67,116,414,-16.4825445803882,1861.49,86.02,0,NA,2766.119,125.786,41.929,379
"1132",67,"migrou",32,"Não",0,1,"SIM",7,4.69029850746269,7.02761194029851,3.05223880597015,"Sudeste",2470,"PP-I",36242.43,181,515,32.2424089068826,1688.24,87.67,38.417,6.4,1748.752,115.296,153.728,475
"1133",67,"migrou",47,"Não",0,1,"SIM",5.2089552238806,1,1,0.902985074626866,"Sudeste",11281,"PP-I",13527.82,50,944,-1.17175059999276,965.75,37.54,0,NA,7348.216,0,0,144
"1134",37,"migrou",33,"Não",0,1,"NÃO",5.40540540540541,11.5689189189189,7.96689189189189,NA,"Sudeste",7662,"PP-I",15236.8,88,896,-12.7056996001555,889.67,42.82,0,NA,6095.277,53.197,10.639,396
"1135",49,"migrou",65,"Não",0,1.04081632653061,"SIM",9.58823529411765,6.98039215686275,2.30637254901961,NA,"Sudeste",59947,"MP",37220.26,125,14215,3.84746437238284,865.77,92.07,14.204,NA,1658.886,3.556,12.445,186
"1136",46,"migrou",37,"Não",0,1,"SIM",22.6304347826087,7.02173913043478,4.5,2.17391304347826,"Norte",171301,"GP",26148.09,99,35819,20.796076822706,610.58,31.09,37.679,NA,1522.478,2.817,1.69,377
"1137",67,"permanece",72,"Sim",7.58333333333333,1,"SIM",7.76119402985075,2.19402985074627,1.3134328358209,NA,"Norte",31918,"PP-II",12494.63,102,2160,-4.32579604369771,473.51,0,27.963,NA,2663.815,0,5.658,611
"1138",10,"migrou",29,"Não",0,1,"NÃO",18,6,4,1.4,"Norte",5550,"PP-I",27233.01,239,1000,98.4926102573162,535.57,0,30.107,NA,420.532,0,14.993,379
"1139",24,"migrou",39,"Não",0,1,"NÃO",5,1,1,NA,"Norte",10262,"PP-I",13660.01,142,757,-6.78587492704757,563.44,0,20.5,3.4,2255.203,10.283,10.283,606
"1140",24,"migrou",36,"Não",0,1,"NÃO",5.91666666666667,10.4166666666667,2.83333333333333,NA,"Norte",10262,"PP-I",13660.01,142,757,-6.78587492704757,563.44,0,20.5,3.4,2255.203,10.283,10.283,606
"1141",10,"migrou",30,"Não",0,1,"NÃO",8,6,2.7,1,"Norte",4476,"PP-I",12599.68,104,339,50.1272813982264,661.68,0,43.563,NA,2050.551,21.983,21.983,413
"1142",22,"migrou",36,"Não",0,1,"NÃO",9.90909090909091,2.09090909090909,1,1,"Norte",15288,"PP-I",39491.41,137,1904,33.8500096394833,600.51,0,22.46,3.9,1.164,15.344,15.344,198
"1143",24,"migrou",36,"Não",0,1,"NÃO",11.9166666666667,2.58333333333333,1,1.04166666666667,"Norte",15288,"PP-I",39491.41,137,1904,33.8500096394833,600.51,0,22.46,3.9,1.164,15.344,15.344,198
"1144",22,"migrou",33,"Não",0,1,"NÃO",18.8636363636364,11.3636363636364,6,4,"Norte",4872,"PP-I",11095.43,43,336,51.0923927349303,611.96,0,15.02,NA,410.314,30.441,15.221,485
"1145",23,"migrou",34,"Não",0,1.1304347826087,"NÃO",7.88461538461539,2.46153846153846,1.46153846153846,1,"Norte",8941,"PP-I",18517.91,142,846,-22.1800090949616,692.24,0,24.375,NA,1752.218,24.184,24.184,218
"1146",37,"migrou",79,"Sim",11.25,1,"NÃO",7.66666666666667,1.60606060606061,1.3030303030303,1.09090909090909,"Norte",10517,"PP-I",24373.68,22,1345,31.0140830567255,508.1,0,25.997,4.5,1619.349,25.949,17.3,494
"1147",64,"permanece",47,"Não",0,1,"SIM",10.390625,6.06875,1.4171875,NA,"Norte",29414,"PP-II",19299.03,78,5192,17.386284938641,532.08,2.86,21.622,4.5,3253.596,3.12,12.482,540
"1148",64,"permanece",54,"Não",0,1,"SIM",10.6875,3.234375,1.359375,NA,"Norte",64831,"MP",8283.4,103,3831,-2.05787814386953,389.19,0,20.734,3.7,2613.903,1.604,4.811,144
"1149",13,"migrou",35,"Não",0,1,"NÃO",9,1,1,NA,"Norte",10725,"PP-I",18785.72,101,1629,47.0594301221167,736.81,0,8.721,4.2,1368.809,8.573,8.573,397
"1150",63,"permanece",55,"Não",0,1.12698412698413,"SIM",9.55555555555556,4.22619047619048,1.53650793650794,1.55079365079365,"Norte",56406,"MP",23272.08,88,13142,41.679037635258,732.5,2.34,19.979,NA,1034.34,3.656,23.765,482
"1151",64,"permanece",46,"Não",0,1.421875,"SIM",3.09375,3.496875,1.276171875,1.20546875,"Centro-oeste",45899,"PP-II",96240.85,159,12450,6.9210822614214,1108.51,0,33.937,5.6,1172.867,2.894,11.575,391
"1152",41,"migrou",34,"Não",0,1.17073170731707,"SIM",11.8541666666667,4.21875,2.01197916666667,NA,"Norte",35044,"PP-II",23170.78,84,6653,18.546573765848,646.51,0,16.65,NA,122.86,5.504,5.504,333
"1153",64,"permanece",46,"Não",0,1,"SIM",27.8253968253968,10.6349206349206,3.98412698412698,2.23809523809524,"Norte",66764,"MP",9024.99,99,4211,44.9844915078339,382.08,0,57.712,3.6,3205.301,9.304,10.855,1.106
"1154",64,"migrou",55,"Não",0,1.078125,"SIM",9.85507246376812,3.72463768115942,1.44927536231884,NA,"Norte",30707,"PP-II",15828.5,81,3604,20.4824674158018,447.29,0,15.003,NA,1203.85,2.558,5.115,298
"1155",64,"permanece",53,"Não",0,1.34375,"SIM",13,2.26484375,2.0078125,NA,"Norte",86887,"MP",26499.02,76,20304,13.68580669317,612.19,53.85,24.602,4.3,2701.666,3.537,7.074,479
"1156",64,"permanece",47,"Não",0,1,"SIM",10.9375,3.953125,1.203125,NA,"Centro-oeste",24626,"PP-II",42060.61,192,4213,13.1391810783904,770.13,1.81,84.996,4.8,638.213,4.548,9.096,935
"1157",64,"permanece",55,"Não",0,1,"SIM",19.078125,10.20625,3.8484375,1.390625,"Norte",23945,"PP-II",7775.24,87,1001,0.901264766940244,814.32,0,13.007,3.7,6786.185,0,4.437,207
"1158",64,"permanece",43,"Não",0,1,"SIM",11.625,3.21875,1.15625,NA,"Norte",30329,"PP-II",8998.99,19,3796,193.370135562667,351.8,0,26.541,4.3,1007.997,0,8.006,255
"1159",62,"migrou",52,"Não",0,1.12903225806452,"SIM",25.4098360655738,4.24590163934426,3.42622950819672,2.0327868852459,"Norte",61204,"MP",8624.92,65,3673,18.6079697297833,606.24,11.32,32.861,4,2207.146,7.967,6.374,270
"1160",55,"migrou",35,"Não",0,1,"SIM",13.4181818181818,5.69090909090909,3.03181818181818,1.10909090909091,"Norte",28742,"PP-II",11894.71,136,1591,26.1456891921981,576.2,21.05,24.74,NA,8149.976,21.371,7.124,788
"1161",64,"permanece",45,"Não",0,1,"SIM",26.40625,23.7328125,4.215625,2.384765625,"Norte",73669,"MP",17063.92,199,6085,44.121756100921,665.2,0,26.734,4.1,1822.441,3.325,3.325,643
"1162",64,"permanece",54,"Não",0,1,"SIM",16.109375,10.89765625,3.9265625,NA,"Norte",96372,"MP",10723.83,89,6716,-11.8459531798782,469.07,0,21.002,4.4,3341.453,1.767,1.767,369
"1163",44,"migrou",49,"Não",0,1,"SIM",16.5227272727273,9.14204545454546,4.10795454545455,NA,"Norte",51795,"MP",7675.34,76,2381,-39.2372757658248,412.43,0,17.558,3.5,0,0,2.231,853
"1164",27,"migrou",49,"Não",0,1,"NÃO",4,3.39814814814815,2.02777777777778,1.41666666666667,"Norte",107618,"GP",17539.99,65,10783,1.0069478552446,346.92,1.17,45.318,4.4,1386.035,1.672,3.344,22
"1165",30,"migrou",42,"Não",0,1.16666666666667,"SIM",5,1.80769230769231,1,1,"Nordeste",9724,"PP-I",8359.07,83,735,25.1806947214827,678.9,0,56.402,3.3,5020.189,18.778,9.389,226
"1166",64,"permanece",43,"Não",0,1,"SIM",10.28125,1.265625,1.125,1.03125,"Nordeste",25322,"PP-II",6541.79,101,882,40.4976439346386,573.67,0,3.731,3.5,5483.564,0,3.757,139
"1167",63,"permanece",49,"Não",0,1,"SIM",29.1904761904762,2.71428571428571,3.06190476190476,1,"Norte",24311,"PP-II",5966.54,90,344,-8.46119040763439,479.07,0.33,16.841,NA,3421.844,3.456,3.456,1.363
"1168",64,"permanece",55,"Não",0,1,"SIM",13.34375,11.7640625,2.434375,1.3125,"Norte",23945,"PP-II",7775.24,87,1001,0.901264766940244,814.32,0,13.007,3.7,6786.185,0,4.437,207
"1169",64,"permanece",50,"Não",0,1,"SIM",8.171875,3.078125,1.25,NA,"Norte",44573,"PP-II",7052.96,114,2643,39.4488710568444,531.33,0,10.87,3.4,834.508,2.197,6.591,230
"1170",64,"permanece",44,"Não",0,1,"SIM",9.703125,2.734375,1.46875,1.21875,"Norte",15761,"PP-I",8867.12,77,1288,35.1880798072899,559.97,0,20.561,4.2,7873.15,5.27,10.541,195
"1171",64,"permanece",49,"Não",0,1.234375,"SIM",17.234375,9.18125,3.1234375,NA,"Norte",96372,"MP",10723.83,89,6716,-11.8459531798782,469.07,0,21.002,4.4,3341.453,1.767,1.767,369
"1172",41,"migrou",47,"Não",0,1,"SIM",30.3414634146341,5.63414634146341,3,1.8780487804878,"Norte",66764,"MP",9024.99,99,4211,44.9844915078339,382.08,0,57.712,3.6,3205.301,9.304,10.855,1.106
"1173",64,"permanece",50,"Não",0,1,"SIM",19.609375,4.734375,2,0.9609375,"Nordeste",31558,"PP-II",7034.87,110,1497,6.59982753000878,469.52,0,12.234,3.6,2909.661,3.052,3.052,154
"1174",48,"migrou",46,"Não",0,1,"SIM",11,3.54166666666667,2.04166666666667,2.4375,"Sul",3747,"PP-I",25792.86,100,739,28.8180491817218,1079.99,0,0,NA,486.49,0,0,202
"1175",60,"migrou",42,"Não",0,1,"SIM",5.5,2.71666666666667,1.6,1.41666666666667,"Nordeste",9159,"PP-I",6901.35,135,311,9.37985637401644,702.5,0,0,4.9,1609.744,0,10.476,622
"1176",44,"migrou",43,"Não",0,1.18181818181818,"SIM",3.75,2.15909090909091,1,1,"Nordeste",12928,"PP-I",7799.44,121,980,19.8157823018397,530.61,0,13.699,5.2,4438.359,13.501,13.501,120
"1177",64,"permanece",42,"Não",0,1.03125,"SIM",5.01515151515152,1.6969696969697,1,NA,"Nordeste",17632,"PP-I",8859.88,137,1586,77.6441673715859,679.29,6.27,10.841,5.8,11848.654,0,10.637,269
"1178",52,"migrou",46,"Não",0,1,"SIM",16.0384615384615,7.32692307692308,4.9625,1.99519230769231,"Norte",53914,"MP",10059.07,88,2347,39.1405697423751,395.76,0,17.937,4.2,2128.439,3.643,5.464,391
"1179",63,"permanece",41,"Não",0,1,"SIM",9.15873015873016,2.93650793650794,1.40079365079365,NA,"Norte",126650,"GP",43028.91,93,27238,14.1136547834262,745.96,11.36,46.519,3.7,2720.159,1.635,0.818,115
